ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R153457
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R151241
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R152948
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R153064
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R153566
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R153678
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R156069
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R155964
R11,Science,R151240,Journalists as Crowdsourcerers: Responding to Crisis by Reporting with a Crowd,R153877
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R153563
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R153454
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R152945
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R153061
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R151235
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R156066
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R153874
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R155961
R11,Science,R151234,"Knowledge management systems in support of disasters
management: A two decade review",R153675
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R153062
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R151237
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R153564
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R155962
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R152946
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R153875
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R153676
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R153455
R11,Science,R151236,Information sharing and interoperability: the case of major incident management,R156067
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R153677
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R153565
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R156068
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R152947
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R153876
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R155963
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R153456
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R151239
R11,Science,R151238,Social Media and Emergency Management: Exploring State and Local Tweets,R153063
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R153065
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R153878
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R153458
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R155965
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R156070
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R153679
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R151243
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R152949
R11,Science,R151242,Design of a Resilient Information System   for Disaster Response,R153567
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R156072
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R153681
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R155967
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R153067
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R153460
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R151247
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R153570
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R153880
R11,Science,R151246,Multi-Level Functionality of Social Media in the Aftermath of the Great East Japan Earthquake,R152952
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R153461
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R152953
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R156073
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R155968
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R153571
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R151249
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R153068
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R153682
R11,Science,R151248,Psychosocial Functions of Social Media Usage in a Disaster Situation: A Multi-Methodological Approach,R153881
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R153683
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R151251
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R153882
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R153572
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R153069
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R155969
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R152954
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R156074
R11,Science,R151250,Peace Technologies' enable eyewitness reporting when disasters strike,R153462
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R153465
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R152957
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R156077
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R155972
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R151257
R11,Science,R151256,"ICT-Enabled Community Empowerment in Crisis
Response: Social Media in Thailand Flooding 2011",R153072
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R152956
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R153574
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R151255
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R153464
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R156076
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R153071
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R155971
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R153685
R11,Science,R151254,"CAMPUS EMERGENCY NOTIFICATION SYSTEMS:
AN EXAMINATION OF FACTORS AFFECTING
COMPLIANCE WITH ALERTS1",R153884
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R156075
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R153573
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R153070
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R153463
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R152955
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R153684
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R155970
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R153883
R11,Science,R151252,"A new methodology to support group decision-making
for IoT-based emergency response systems",R151253
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R152958
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R153073
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R153466
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R153687
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R155973
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R156078
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R153577
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R153886
R11,Science,R151258,"Role of Social Media in Social Change:
An Analysis of Collective Sense Making
During the 2011 Egypt Revolution",R151259
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R153468
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R152960
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R156080
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R151263
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R153075
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R153888
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R155975
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R153579
R11,Science,R151262,Social Media in Saudi Arabia: Exploring Its Use during Two Natural Disasters,R153689
R11,Science,R151264,Resource Planning in Disaster Response,R153580
R11,Science,R151264,Resource Planning in Disaster Response,R153690
R11,Science,R151264,Resource Planning in Disaster Response,R155976
R11,Science,R151264,Resource Planning in Disaster Response,R156081
R11,Science,R151264,Resource Planning in Disaster Response,R152961
R11,Science,R151264,Resource Planning in Disaster Response,R153889
R11,Science,R151264,Resource Planning in Disaster Response,R151265
R11,Science,R151264,Resource Planning in Disaster Response,R153076
R11,Science,R151264,Resource Planning in Disaster Response,R153469
R11,Science,R151272,Katrina Bloggers Activate!:  The Long-Term Effects of Digital Media on Civic Participation,R151273
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R152962
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R153077
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R153691
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R155977
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R153470
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R156082
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R151267
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R153581
R11,Science,R151266,"Social Media and Disasters: A Functional Framework for Social Media Use in Disaster Planning, Response, and Research",R153890
R11,Science,R151270,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.,R156084
R11,Science,R151270,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.,R155979
R11,Science,R151270,Communication in the Face of a School Crisis: Examining the Volume and Content of Social Media Mentions during Active Shooter Incidents.,R151271
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R153467
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R153578
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R152959
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R156079
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R153688
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R155974
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R153887
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R153074
R11,Science,R151260,social media affordances for connective action: An examination of microbloggin use during the gulf of Mexcio oil spill,R151261
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R153078
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R155978
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R153471
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R153891
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R153692
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R156083
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R153582
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R152963
R11,Science,R151268,Social Media in Crisis: When Professional Responders Meet Digital Volunteers,R151269
R11,Science,R151282,Social Media and Multinational Corporations Corporate Social Responsibility in China: The Case of Conoco Phillips Oil Spill Incident,R151283
R11,Science,R151284,ICT-enabled community empowerment in crisis response: Social media in Thailand flooding 2011.,R151285
R11,Science,R151286,Just keep tweeting: Emergency responders' social media use before and during emergencies,R151287
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R153474
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R153695
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R153587
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R153894
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R155982
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R153081
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R152968
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R156086
R11,Science,R151274,"Tweeting Taksim communication power and social media advocacy
in the Taksim square protests",R151275
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R153084
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R153897
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R152971
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R153698
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R155985
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R151281
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R156089
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R153477
R11,Science,R151280,"Communicating on Twitter during a disaster: An analysis of tweets
during Typhoon Haiyan in the Philippines",R153590
R11,Science,R151298,"University Use of Social Media and the Crisis Lifecycle: Organizational Messages, First Information Responders' Reactions, Reframed Messages and Dissemination Patterns.",R151299
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R153476
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R153697
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R153083
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R156088
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R153896
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R152970
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R155984
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R153589
R11,Science,R151278,Do ICTs Help To Maintain Social Capital In The Disaster Recovery Phase? A Case Study Of The L'aquila Earthquake,R151279
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R151295
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R153484
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R153705
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R155992
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R153091
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R156094
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R153904
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R152981
R11,Science,R151294,"A Community-Based Approach to Sharing Knowledge before, during, and after Crisis Events: A Case Study from Thailand",R153600
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R153702
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R151289
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R153088
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R152978
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R153481
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R153901
R11,Science,R151288,"Factors impacting the intention to use emergency
notification services in campus emergencies: an empirical investigation",R153597
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R153599
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R155991
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R151293
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R153903
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R153483
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R153704
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R152980
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R156093
R11,Science,R151292,"WEB 2.0: How social media applications leverage nonprofit responses
during a wildfire crisis",R153090
R11,Science,R151290,Communication barriers in crisis management A literature review,R153482
R11,Science,R151290,Communication barriers in crisis management A literature review,R151291
R11,Science,R151290,Communication barriers in crisis management A literature review,R153089
R11,Science,R151290,Communication barriers in crisis management A literature review,R153902
R11,Science,R151290,Communication barriers in crisis management A literature review,R155990
R11,Science,R151290,Communication barriers in crisis management A literature review,R153598
R11,Science,R151290,Communication barriers in crisis management A literature review,R152979
R11,Science,R151290,Communication barriers in crisis management A literature review,R153703
R11,Science,R151290,Communication barriers in crisis management A literature review,R156092
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R153092
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R153905
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R151297
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R152982
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R153601
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R153706
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R153485
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R156095
R11,Science,R151296,"Social Media and Crisis Management: CERC, Search Strategies, and Twitter Content",R155993
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R151303
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R153488
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R153710
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R153095
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R153908
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R153605
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R152986
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R156098
R11,Science,R151302,"Digitally enabled disaster response: the
emergence of social media as boundary
objects in a flooding disaster",R155997
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R153094
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R153709
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R153487
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R153907
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R156097
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R151301
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R153604
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R155996
R11,Science,R151300,"Twittering the Little India Riot: Audience responses, information
behavior and the use of emotive cues",R152985
R11,Science,R151308,Twitter for Crisis Communication: Lessons Learned from Japan's Tsunami Disaster,R151309
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R156099
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R151305
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R153489
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R152987
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R155998
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R153606
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R153096
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R153909
R11,Science,R151304,Effective use of information systems for emergency management: A representation theory perspective,R153711
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R153712
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R152988
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R153097
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R153910
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R153490
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R153607
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R156100
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R155999
R11,Science,R151306,Effective Use of Mobile-Enabled Emergency Warning Systems,R151307
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R153696
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R152969
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R151277
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R153588
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R153082
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R153895
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R156087
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R153475
R11,Science,R151276,"Terse Messaging and Public Health in the Midst of Natural Disasters:
The Case of the Boulder Floods",R155983
R11,Science,R152895,“Recovering IT in a disaster: Lessons from Hurricane Katrina,R153411
R11,Science,R152895,“Recovering IT in a disaster: Lessons from Hurricane Katrina,R153018
R11,Science,R152895,“Recovering IT in a disaster: Lessons from Hurricane Katrina,R152896
R11,Science,R152925,"Group value and intention to use—
A study of multi-agency disaster management information systems for public safety.”",R153045
R11,Science,R152925,"Group value and intention to use—
A study of multi-agency disaster management information systems for public safety.”",R152926
R11,Science,R152925,"Group value and intention to use—
A study of multi-agency disaster management information systems for public safety.”",R153438
R11,Science,R152910,Web 2.0 and Internet Social Networking: A New Tool for Disaster Management? – Lessons from Taiwan,R153031
R11,Science,R152910,Web 2.0 and Internet Social Networking: A New Tool for Disaster Management? – Lessons from Taiwan,R152911
R11,Science,R152910,Web 2.0 and Internet Social Networking: A New Tool for Disaster Management? – Lessons from Taiwan,R153424
R11,Science,R152931,"Social Media as CRM? How Two Scandinavian
Airline Companies Used Facebook during the
“Ash Crisis” in 2010",R153050
R11,Science,R152931,"Social Media as CRM? How Two Scandinavian
Airline Companies Used Facebook during the
“Ash Crisis” in 2010",R152932
R11,Science,R152931,"Social Media as CRM? How Two Scandinavian
Airline Companies Used Facebook during the
“Ash Crisis” in 2010",R153443
R11,Science,R152931,"Social Media as CRM? How Two Scandinavian
Airline Companies Used Facebook during the
“Ash Crisis” in 2010",R156055
R11,Science,R152931,"Social Media as CRM? How Two Scandinavian
Airline Companies Used Facebook during the
“Ash Crisis” in 2010",R155950
R11,Science,R152901,"Data model development for fire
related extreme events—An activity theory and semiotics approach",R153416
R11,Science,R152901,"Data model development for fire
related extreme events—An activity theory and semiotics approach",R152902
