ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle
R104,Bioinformatics,R170039,Long-term dynamics of Mycoplasma conjunctivae at the wildlife-livestock interface in the Pyrenees
R104,Bioinformatics,R170078,Neurological manifestations in chronic hepatitis C patients receiving care in a reference hospital in sub-Saharan Africa: A cross-sectional study
R104,Bioinformatics,R169976,Uncoupling protein 2 haplotype does not affect human brain structure and function in a sample of community-dwelling older adults
R104,Bioinformatics,R170017,Assigning ecological roles to the populations belonging to a phenanthrene-degrading bacterial consortium using omic approaches
R104,Bioinformatics,R170080,Visualizing the intercity correlation of PM2.5 time series in the Beijing-Tianjin-Hebei region using ground-based air quality monitoring data
R104,Bioinformatics,R170085,An upstream sequence modulates phenazine production at the level of transcription and translation in the biological control strain Pseudomonas chlororaphis 30-84
R104,Bioinformatics,R170089,Factors associated with changing indications for adenotonsillectomy: A population-based longitudinal study
R104,Bioinformatics,R170091,Determining gestational age and preterm birth in rural Guatemala: A comparison of methods
R104,Bioinformatics,R170100,A correlation comparison between Altmetric Attention Scores and citations for six PLOS journals
R104,Bioinformatics,R170097,Efficacy and tolerability of short-term duloxetine treatment in adults with generalized anxiety disorder: A meta-analysis
R104,Bioinformatics,R170107,Heart rate variability can clarify students’ level of stress during nursing simulation
R104,Bioinformatics,R170109,Quantitative patterns of vertical transmission of deformed wing virus in honey bees
R104,Bioinformatics,R170076,The Congenital Heart Disease Genetic Network Study: Cohort description
R104,Bioinformatics,R170112,Estimating genetic kin relationships in prehistoric populations
R104,Bioinformatics,R170104,"Preventive behaviors adults report using to avoid catching or spreading influenza, United States, 2015-16 influenza season"
R104,Bioinformatics,R170119,Assessing trade-offs in large marine protected areas
R104,Bioinformatics,R170128,Mental health effects caused by red imported fire ant attacks (Solenopsis invicta)
R104,Bioinformatics,R170123,"The influence of increased distal loading on metabolic cost, efficiency, and kinematics of roller ski skating"
R104,Bioinformatics,R170126,An evaluation of emergency guidelines issued by the World Health Organization in response to four infectious disease outbreaks
R104,Bioinformatics,R170132,The Chicago School Readiness Project: Examining the long-term impacts of an early childhood intervention
R104,Bioinformatics,R170121,Wheezing phenotypes and risk factors in early life: The ELFE cohort
R104,Bioinformatics,R170135,A biophysically constrained computational model of the action potential of mouse urinary bladder smooth muscle
R104,Bioinformatics,R170137,Mind the gap: Physicians’ assessment of patients’ importance weights in localized prostate cancer
R104,Bioinformatics,R170139,Comparisons between different elements of reported burden and common mental disorder in caregivers of ethnically diverse people with dementia in Trinidad
R104,Bioinformatics,R170142,Trophic ecology of sympatric small cats in the Brazilian Pampa
R104,Bioinformatics,R170144,Effect of age at initiation of antiretroviral therapy on treatment outcomes; A retrospective cohort study at a large HIV clinic in southwestern Uganda
R104,Bioinformatics,R170130,Evolution of patients’ socio-behavioral characteristics in the context of DAA: Results from the French ANRS CO13 HEPAVIH cohort of HIV-HCV co-infected patients
R104,Bioinformatics,R170165,The impact of the patient’s initial NACA score on subjective and physiological indicators of workload during pre-hospital emergency care
R104,Bioinformatics,R170163,Cognitive and behavioural strategies for weight management in overweight adults: Results from the Oxford Food and Activity Behaviours (OxFAB) cohort study
R104,Bioinformatics,R170094,Myasthenia gravis seronegative for acetylcholine receptor antibodies in South Korea: Autoantibody profiles and clinical features
R104,Bioinformatics,R170167,Can lifestyle preferences help explain the persistent gender gap in academia? The “mothers work less” hypothesis supported for German but not for U.S. early career researchers
R104,Bioinformatics,R170170,Modeling interrelationships between health behaviors in overweight breast cancer survivors: Applying Bayesian networks
R104,Bioinformatics,R170172,Trend analysis of major cancer statistics according to sex and severity levels in Korea
R104,Bioinformatics,R170179,The body inversion effect in chimpanzees (Pan troglodytes)
R104,Bioinformatics,R170177,Serial testing of healthcare workers for latent tuberculosis infection and long-term follow up for development of active tuberculosis
R104,Bioinformatics,R170192,Frequent and biased odorant receptor (OR) re-selection in an olfactory placode-derived cell line
R104,Bioinformatics,R170194,A quantile regression forest based method to predict drug response and assess prediction reliability
R104,Bioinformatics,R170203,Coupling spatial analysis and economic valuation of ecosystem services to inform the management of an UNESCO World Biosphere Reserve
R104,Bioinformatics,R170201,Do coaching style and game circumstances predict athletes' perceived justice of their coach? A longitudinal study in elite handball and volleyball teams
R104,Bioinformatics,R170175,Short-term effectiveness of HIV care coordination among persons with recent HIV diagnosis or history of poor HIV outcomes
R104,Bioinformatics,R170217,The effect of the optical design of multifocal contact lenses on choroidal thickness
R104,Bioinformatics,R170215,Risk of adverse treatment outcomes among new pulmonary TB patients co-infected with diabetes in Pakistan: A prospective cohort study
R104,Bioinformatics,R170197,Interoceptive awareness in attention deficit hyperactivity disorder
R104,Bioinformatics,R170222,Pre-Roman improvements to agricultural production: Evidence from livestock husbandry in late prehistoric Italy
R104,Bioinformatics,R170205,Reported willingness to participate in a hypothetical HIV vaccine trial and its translation to actual participation among healthy adults—Experience from Kenya
R104,Bioinformatics,R170220,CSF macrophage migration inhibitory factor levels did not predict steroid treatment response after optic neuritis in patients with multiple sclerosis
R104,Bioinformatics,R170226,The impact of Australian healthcare reforms on emergency department time-based process outcomes: An interrupted time series study
R104,Bioinformatics,R170208,Repeatability and predictive value of lactate threshold concepts in endurance sports
R104,Bioinformatics,R170224,Prevalence of functional constipation among Palestinian preschool children and the relation to stressful life events
R104,Bioinformatics,R170231,"Characteristics and early clinical outcomes of key populations attending comprehensive community-based HIV care: Experiences from Nasarawa State, Nigeria"
R104,Bioinformatics,R170241,"Malaria knowledge and its associated factors among pregnant women attending antenatal clinic of Adis Zemen Hospital, North-western Ethiopia, 2018"
R104,Bioinformatics,R170228,Results from e-KISS: electronic-KIOSK Intervention for Safer Sex: A pilot randomized controlled trial of an interactive computer-based intervention for sexual health in adolescents and young adults
R104,Bioinformatics,R170244,Socioeconomic status and 30-day mortality after minor and major trauma: A retrospective analysis of the Trauma Audit and Research Network (TARN) dataset for England
R104,Bioinformatics,R170234,Seminal plasma amino acid profile in different breeds of chicken: Role of seminal plasma on sperm cryoresistance
R104,Bioinformatics,R170246,Plasma growth differentiation factor-15 is an independent marker for aggressive disease in endometrial cancer
R104,Bioinformatics,R170251,Examining individual and geographic factors associated with social isolation and loneliness using Canadian Longitudinal Study on Aging (CLSA) data
R104,Bioinformatics,R170184,Thought experiment: Decoding cognitive processes from the fMRI data of one individual
R104,Bioinformatics,R170255,Preventing Vaccine-Derived Poliovirus Emergence during the Polio Endgame
R104,Bioinformatics,R170253,Stability and bidirectional relationship between physical activity and sedentary behaviours in Brazilian adolescents: Longitudinal findings from a school cohort study
R104,Bioinformatics,R170237,Strengths and limitations of computer assisted telephone interviews (CATI) for nutrition data collection in rural Kenya
R104,Bioinformatics,R170266,Assessing the stability of polio eradication after the withdrawal of oral polio vaccine
R104,Bioinformatics,R170248,Muscle and intestinal damage in triathletes
R104,Bioinformatics,R170269,Crowd vocal learning induces vocal dialects in bats: Playback of conspecifics shapes fundamental frequency usage by pups
R104,Bioinformatics,R170277,Biosensor Approach to Psychopathology Classification
R104,Bioinformatics,R170275,Parental neural responsivity to infants’ visual attention: How mature brains influence immature brains during social interaction
R104,Bioinformatics,R170272,Vitellogenin-like A–associated shifts in social cue responsiveness regulate behavioral task specialization in an ant
R104,Bioinformatics,R170262,A Neural Circuit Covarying with Social Hierarchy in Macaques
R104,Bioinformatics,R170279,Octopamine Neuromodulation Regulates Gr32a-Linked Aggression and Courtship Pathways in Drosophila Males
R104,Bioinformatics,R170286,TGFβ signaling related genes are involved in hormonal mediation during termite soldier differentiation
R104,Bioinformatics,R170289,"Health Behaviours, Socioeconomic Status, and Mortality: Further Analyses of the British Whitehall II and the French GAZEL Prospective Cohorts"
R104,Bioinformatics,R170297,"Socioeconomic Inequalities in Body Mass Index across Adulthood: Coordinated Analyses of Individual Participant Data from Three British Birth Cohort Studies Initiated in 1946, 1958 and 1970"
R104,Bioinformatics,R170282,Genetic Variation in the Social Environment Contributes to Health and Disease
R104,Bioinformatics,R170302,Association between the 2012 Health and Social Care Act and specialist visits and hospitalisations in England: A controlled interrupted time series analysis
R104,Bioinformatics,R170295,"Impacts on Breastfeeding Practices of At-Scale Strategies That Combine Intensive Interpersonal Counseling, Mass Media, and Community Mobilization: Results of Cluster-Randomized Program Evaluations in Bangladesh and Viet Nam"
R104,Bioinformatics,R170292,"Novel Three-Day, Community-Based, Nonpharmacological Group Intervention for Chronic Musculoskeletal Pain (COPERS): A Randomised Clinical Trial"
R104,Bioinformatics,R170309,Tungiasis-related life quality impairment in children living in rural Kenya
R104,Bioinformatics,R170306,"Experiences of a Community-Based Lymphedema Management Program for Lymphatic Filariasis in Odisha State, India: An Analysis of Focus Group Discussions with Patients, Families, Community Members and Program Volunteers"
R104,Bioinformatics,R170304,Psychosocial and socioeconomic determinants of cardiovascular mortality in Eastern Europe: A multicentre prospective cohort study
R104,Bioinformatics,R170311,Socioeconomic risk markers of leprosy in high-burden countries: A systematic review and meta-analysis
R104,Bioinformatics,R170258,Coronin 1 Regulates Cognition and Behavior through Modulation of cAMP/Protein Kinase A Signaling
R104,Bioinformatics,R170325,Biomedical Scientists' Perceptions of Ethical and Social Implications: Is There a Role for Research Ethics Consultation?
R104,Bioinformatics,R170316,Sensory Response System of Social Behavior Tied to Female Reproductive Traits
R104,Bioinformatics,R170314,Cooperation and Deception Recruit Different Subsets of the Theory-of-Mind Network
R104,Bioinformatics,R170299,Same-day HIV testing with initiation of antiretroviral therapy versus standard care for persons living with HIV: A randomized unblinded trial
R104,Bioinformatics,R170318,Recognition Profile of Emotions in Natural and Virtual Faces
R104,Bioinformatics,R170327,Physiological Stress Mediates the Honesty of Social Signals
R104,Bioinformatics,R170334,"Age, but Not Experience, Affects Courtship Gene Expression in Male Drosophila melanogaster"
R104,Bioinformatics,R170340,Breaking the News or Fueling the Epidemic? Temporal Association between News Media Report Volume and Opioid-Related Mortality
R104,Bioinformatics,R170329,Larger than Life: Humans' Nonverbal Status Cues Alter Perceived Size
R104,Bioinformatics,R170320,Behavioural and Developmental Interventions for Autism Spectrum Disorder: A Clinical Systematic Review
R104,Bioinformatics,R170331,Induction of Empathy by the Smell of Anxiety
R104,Bioinformatics,R170146,Rare gene deletions in genetic generalized and Rolandic epilepsies
R104,Bioinformatics,R170345,"Relative Contributions of Geographic, Socioeconomic, and Lifestyle Factors to Quality of Life, Frailty, and Mortality in Elderly"
R104,Bioinformatics,R170342,Cognitive and Motivational Requirements for the Emergence of Cooperation in a Rat Social Game
R104,Bioinformatics,R170347,Putting Culture Under the ‘Spotlight’ Reveals Universal Information Use for Face Recognition
R104,Bioinformatics,R170336,What You See Is What You Get? Exclusion Performances in Ravens and Keas
R104,Bioinformatics,R170350,Captive Housing during Water Vole (Arvicola terrestris) Reintroduction: Does Short-Term Social Stress Impact on Animal Welfare?
R104,Bioinformatics,R170357,Group Dynamics of Zebra and Wildebeest in a Woodland Savanna: Effects of Predation Risk and Habitat Density
R104,Bioinformatics,R170365,A Reliability-Generalization Study of Journal Peer Reviews: A Multilevel Meta-Analysis of Inter-Rater Reliability and Its Determinants
R104,Bioinformatics,R170359,"E-β-Ocimene, a Volatile Brood Pheromone Involved in Social Regulation in the Honey Bee Colony (Apis mellifera)"
R104,Bioinformatics,R170367,Meaningful Gesture in Monkeys? Investigating whether Mandrills Create Social Culture
R104,Bioinformatics,R170355,Does Social Capital Promote Physical Activity? A Population-Based Study in Japan
R104,Bioinformatics,R170352,Virtue or Pretense? Looking behind Self-Declared Innocence in Doping
R104,Bioinformatics,R170361,Social Instability in Laying Quail: Consequences on Yolk Steroids and Offspring's Phenotype
R104,Bioinformatics,R170363,The Impact of Anxiety-Inducing Distraction on Cognitive Performance: A Combined Brain Imaging and Personality Investigation
R104,Bioinformatics,R170375,Daily Timed Sexual Interaction Induces Moderate Anticipatory Activity in Mice
R104,Bioinformatics,R170382,Intraspecific Body Size Frequency Distributions of Insects
R104,Bioinformatics,R170369,The Social Context of Cannibalism in Migratory Bands of the Mormon Cricket
R104,Bioinformatics,R170378,Difficulties when Assessing Birdsong Learning Programmes under Field Conditions: A Re-Evaluation of Song Repertoire Flexibility in the Great Tit
R104,Bioinformatics,R170389,ANS: Aberrant Neurodevelopment of the Social Cognition Network in Adolescents with Autism Spectrum Disorders
R104,Bioinformatics,R170384,Synaptic E3 Ligase SCRAPPER in Contextual Fear Conditioning: Extensive Behavioral Phenotyping of Scrapper Heterozygote and Overexpressing Mutant Mice
R104,Bioinformatics,R170372,Affective Response to a Loved One's Pain: Insula Activity as a Function of Individual Differences
R104,Bioinformatics,R170386,The Association between Four Citation Metrics and Peer Rankings of Research Influence of Australian Researchers in Six Fields of Public Health
R104,Bioinformatics,R170393,Action and Emotion Recognition from Point Light Displays: An Investigation of Gender Differences
R104,Bioinformatics,R170391,"Genetic Diversity and Population History of a Critically Endangered Primate, the Northern Muriqui (Brachyteles hypoxanthus)"
R104,Bioinformatics,R170404,Concealed Fertility and Extended Female Sexuality in a Non-Human Primate (Macaca assamensis)
R104,Bioinformatics,R170395,Context-Related Acoustic Variation in Male Fallow Deer (Dama dama) Groans
R104,Bioinformatics,R170406,A Maternal Influence on Reading the Mind in the Eyes Mediated by Executive Function: Differential Parental Influences on Full and Half-Siblings
R104,Bioinformatics,R170411,Global Comparison of Warring Groups in 2002–2007: Fatalities from Targeting Civilians vs. Fighting Battles
R104,Bioinformatics,R170409,What Factors Influence Smoking Prevalence and Smoke Free Policy Enactment across the European Union Member States
R104,Bioinformatics,R170402,The Role of Vaccine Coverage within Social Networks in Cholera Vaccine Efficacy
R104,Bioinformatics,R170398,A Role for Strain Differences in Waveforms of Ultrasonic Vocalizations during Male–Female Interaction
R104,Bioinformatics,R170415,Genetic Variation in Virulence among Chalkbrood Strains Infecting Honeybees
R104,Bioinformatics,R170400,"Network Stability Is a Balancing Act of Personality, Power, and Conflict Dynamics in Rhesus Macaque Societies"
R104,Bioinformatics,R170417,Evidence of Social Understanding Impairment in Patients with Amyotrophic Lateral Sclerosis
R104,Bioinformatics,R170421,Individual Analyses of Lévy Walk in Semi-Free Ranging Tonkean Macaques (Macaca tonkeana)
R104,Bioinformatics,R170423,Differential Immediate and Sustained Memory Enhancing Effects of Alpha7 Nicotinic Receptor Agonists and Allosteric Modulators in Rats
R104,Bioinformatics,R170413,Fluid Intelligence and Psychosocial Outcome: From Logical Problem Solving to Social Adaptation
R104,Bioinformatics,R170431,Associations of Insulin and Insulin-Like Growth Factors with Physical Performance in Old Age in the Boyd Orr and Caerphilly Studies
R104,Bioinformatics,R170426,"Culling-Induced Changes in Badger (Meles meles) Behaviour, Social Organisation and the Epidemiology of Bovine Tuberculosis"
R104,Bioinformatics,R170441,"Fluctuating Environments, Sexual Selection and the Evolution of Flexible Mate Choice in Birds"
R104,Bioinformatics,R170439,A Comparison of Scent Marking between a Monogamous and Promiscuous Species of Peromyscus: Pair Bonded Males Do Not Advertise to Novel Females
R104,Bioinformatics,R170419,Differential Effects of Accumbens Core vs. Shell Lesions in a Rat Concurrent Conditioned Place Preference Paradigm for Cocaine vs. Social Interaction
R104,Bioinformatics,R170436,"Social, Environmental and Psychological Factors Associated with Objective Physical Activity Levels in the Over 65s"
R104,Bioinformatics,R170428,Social Determinants of Long Lasting Insecticidal Hammock-Use Among the Ra-Glai Ethnic Minority in Vietnam: Implications for Forest Malaria Control
R104,Bioinformatics,R170445,From Social Network (Centralized vs. Decentralized) to Collective Decision-Making (Unshared vs. Shared Consensus)
R104,Bioinformatics,R170433,"Incidence of Schizophrenia and Other Psychoses in England, 1950–2009: A Systematic Review and Meta-Analyses"
R104,Bioinformatics,R170447,Physiological State Influences the Social Interactions of Two Honeybee Nest Mates
R104,Bioinformatics,R170443,"Self-Assemblage and Quorum in the Earthworm Eisenia fetida (Oligochaete, Lumbricidae)"
R104,Bioinformatics,R170449,Long-Lasting Consequences of Neonatal Maternal Separation on Social Behaviors in Ovariectomized Female Mice
R104,Bioinformatics,R170451,A Selective Emotional Decision-Making Bias Elicited by Facial Expressions
R104,Bioinformatics,R170455,"Recipients Affect Prosocial and Altruistic Choices in Jackdaws, Corvus monedula"
R104,Bioinformatics,R170463,Survival Differences among Native-Born and Foreign-Born Older Adults in the United States
R104,Bioinformatics,R170466,Images of Eyes Enhance Investments in a Real-Life Public Good
R104,Bioinformatics,R170458,Drivers and Socioeconomic Impacts of Tourism Participation in Protected Areas
R104,Bioinformatics,R170468,"The African Cichlid Fish Astatotilapia burtoni Uses Acoustic Communication for Reproduction: Sound Production, Hearing, and Behavioral Significance"
R104,Bioinformatics,R170473,Immunological Sex Differences in Socially Promiscuous African Ground Squirrels
R104,Bioinformatics,R170475,Neural Basis of Moral Elevation Demonstrated through Inter-Subject Synchronization of Cortical Activity during Free-Viewing
R104,Bioinformatics,R170470,Self-Reported Health Status in Primary Health Care: The Influence of Immigration and Other Associated Factors
R104,Bioinformatics,R170460,Adherence as a Predictor of Sexual Behaviors in People Living with HIV/AIDS during the First Year of Antiretroviral Therapy in Rural Cameroon: Data from Stratall ANRS 12110/ESTHER Trial
R104,Bioinformatics,R170483,Alcohol Use in Adolescence and Risk of Disability Pension: A 39 Year Follow-up of a Population-Based Conscription Survey
R104,Bioinformatics,R170487,"Social Familiarity Governs Prey Patch-Exploitation, - Leaving and Inter-Patch Distribution of the Group-Living Predatory Mite Phytoseiulus persimilis"
R104,Bioinformatics,R170485,Emergency Department Use by Released Prisoners with HIV: An Observational Longitudinal Study
R104,Bioinformatics,R170479,Socioeconomic Factors Influencing Hospitalized Patients with Pneumonia Due to Influenza A(H1N1)pdm09 in Mexico
R104,Bioinformatics,R170490,Lost Letter Measure of Variation in Altruistic Behaviour in 20 Neighbourhoods
R104,Bioinformatics,R170453,HIV Status Disclosure and Retention in Care in HIV-Infected Adolescents on Antiretroviral Therapy (ART) in West Africa
R104,Bioinformatics,R170481,Is Telomere Length Socially Patterned? Evidence from the West of Scotland Twenty-07 Study
R104,Bioinformatics,R170492,The Molecular Clockwork of the Fire Ant Solenopsis invicta
R104,Bioinformatics,R170494,Irregular Bedtime and Nocturnal Cellular Phone Usage as Risk Factors for Being Involved in Bullying: A Cross-Sectional Survey of Japanese Adolescents
R104,Bioinformatics,R170508,Dogs' Social Referencing towards Owners and Strangers
R104,Bioinformatics,R170510,When Math Hurts: Math Anxiety Predicts Pain Network Activation in Anticipation of Doing Math
R104,Bioinformatics,R170498,Mental Health Problems among the Survivors in the Hard-Hit Areas of the Yushu Earthquake
R104,Bioinformatics,R170501,Fishy Aroma of Social Status: Urinary Chemo-Signalling of Territoriality in Male Fathead Minnows (Pimephales promelas)
R104,Bioinformatics,R170496,Emotional and Social Mind Training: A Randomised Controlled Trial of a New Group-Based Treatment for Bulimia Nervosa
R104,Bioinformatics,R170503,Matter Over Mind: A Randomised-Controlled Trial of Single-Session Biofeedback Training on Performance Anxiety and Heart Rate Variability in Musicians
R104,Bioinformatics,R170514,"Between-Group Variation in Female Dispersal, Kin Composition of Groups, and Proximity Patterns in a Black-and-White Colobus Monkey (Colobus vellerosus)"
R104,Bioinformatics,R170512,The Association between Aids Related Stigma and Major Depressive Disorder among HIV-Positive Individuals in Uganda
R104,Bioinformatics,R170506,Hepatitis C Virus Phylogenetic Clustering Is Associated with the Social-Injecting Network in a Cohort of People Who Inject Drugs
R104,Bioinformatics,R170520,The Association between Intelligence and Telomere Length: A Longitudinal Population Based Study
R104,Bioinformatics,R170525,How Expert Advice Influences Decision Making
R104,Bioinformatics,R170531,"Differential Responses of Brain, Gonad and Muscle Steroid Levels to Changes in Social Status and Sex in a Sequential and Bidirectional Hermaphroditic Fish"
R104,Bioinformatics,R170528,Seasonal Energetic Stress in a Tropical Forest Primate: Proximate Causes and Evolutionary Implications
R104,Bioinformatics,R170522,Quality of Life of Medical Students in China: A Study Using the WHOQOL-BREF
R104,Bioinformatics,R170517,"Mice Genetically Depleted of Brain Serotonin Display Social Impairments, Communication Deficits and Repetitive Behaviors: Possible Relevance to Autism"
R104,Bioinformatics,R170540,Camel Calves as Opportunistic Milk Thefts? The First Description of Allosuckling in Domestic Bactrian Camel (Camelus bactrianus)
R104,Bioinformatics,R170534,Measurement of Stigmatization towards Adults with Attention Deficit Hyperactivity Disorder
R104,Bioinformatics,R170538,Chronic Subordinate Colony Housing (CSC) as a Model of Chronic Psychosocial Stress in Male Rats
R104,Bioinformatics,R170542,Behavioral Abnormalities Observed in Zfhx2-Deficient Mice
R104,Bioinformatics,R170547,Patterns of Gender Equality at Workplaces and Psychological Distress
R104,Bioinformatics,R170536,"Impact of Tobacco-Related Health Warning Labels across Socioeconomic, Race and Ethnic Groups: Results from a Randomized Web-Based Experiment"
R104,Bioinformatics,R170544,"Determinants and Outcomes of Decision-Making, Group Coordination and Social Interactions during a Foraging Experiment in a Wild Primate"
R104,Bioinformatics,R170549,Associations and Impact Factors between Living Arrangements and Functional Disability among Older Chinese Adults
R104,Bioinformatics,R170556,Socially-Central Zebrafish Influence Group Behavior More than Those on the Social Periphery
R104,Bioinformatics,R170560,Sharing of Potential Nest Sites by Etheostoma olmstedi Males Suggests Mutual Tolerance in an Alloparental Species
R104,Bioinformatics,R170558,Associations between Perceived HIV Stigma and Quality of Life at the Dyadic Lvel: The Actor-Partner Interdependence Model
R104,Bioinformatics,R170554,The Amygdala Excitatory/Inhibitory Balance in a Valproate-Induced Rat Autism Model
R104,Bioinformatics,R170562,Predictors of Bovine TB Risk Behaviour amongst Meat Handlers in Nigeria: A Cross-Sectional Study Guided by the Health Belief Model
R104,Bioinformatics,R170564,Increased Drinking following Social Isolation Rearing: Implications for Polydipsia Associated with Schizophrenia
R104,Bioinformatics,R170551,"Social Support, Socio-Economic Status, Health and Abuse among Older People in Seven European Countries"
R104,Bioinformatics,R170568,Health and the 2008 Economic Recession: Evidence from the United Kingdom
R104,Bioinformatics,R170570,Family and Fertility: Kin Influence on the Progression to a Second Birth in the British Household Panel Study
R104,Bioinformatics,R170572,"Health-Related Quality of Life among Children with Recurrent Respiratory Tract Infections in Xi’an, China"
R104,Bioinformatics,R170566,45-Year Trends in Women’s Use of Time and Household Management Energy Expenditure
R104,Bioinformatics,R170579,"Validation of the “World Health Organization Disability Assessment Schedule for Children, WHODAS-Child” in Rwanda"
R104,Bioinformatics,R170581,Exploring the Morphospace of Communication Efficiency in Complex Networks
R104,Bioinformatics,R170592,Modelling Food and Population Dynamics in Honey Bee Colonies
R104,Bioinformatics,R170577,Antipurinergic Therapy Corrects the Autism-Like Features in the Poly(IC) Mouse Model
R104,Bioinformatics,R170584,Symptoms Associated with Victimization in Patients with Schizophrenia and Related Disorders
R104,Bioinformatics,R170589,Familiarity Perception Call Elicited under Restricted Sensory Cues in Peer-Social Interactions of the Domestic Chick
R104,Bioinformatics,R170586,Neuropsychological and Socio-Occupational Functioning in Young Psychiatric Outpatients: A Longitudinal Investigation
R104,Bioinformatics,R170594,Psychosocial Working Conditions and Cognitive Complaints among Swedish Employees
R104,Bioinformatics,R170574,Multidimensional Patient-Reported Problems within Two Weeks of HIV Diagnosis in East Africa: A Multicentre Observational Study
R104,Bioinformatics,R170599,Self-Affirmation Improves Problem-Solving under Stress
R104,Bioinformatics,R170603,Awareness and Willingness to Use HIV Pre-Exposure Prophylaxis amongst Gay and Bisexual Men in Scotland: Implications for Biomedical HIV Prevention
R104,Bioinformatics,R170601,Bi-Parental Care Contributes to Sexually Dimorphic Neural Cell Genesis in the Adult Mammalian Brain
R104,Bioinformatics,R170606,"Socially-Assigned Race, Healthcare Discrimination and Preventive Healthcare Services"
R104,Bioinformatics,R170611,Decline in Sexual Risk Behaviours among Young People in Zambia (2000–2009): Do Neighbourhood Contextual Effects Play a Role?
R104,Bioinformatics,R170609,Prolonged Internal Displacement and Common Mental Disorders in Sri Lanka: The COMRAID Study
R104,Bioinformatics,R170613,"Seroprevalence of Epstein-Barr Virus Infection in U.S. Children Ages 6-19, 2003-2010"
R104,Bioinformatics,R170615,Rapid and Reversible Impairments of Short- and Long-Term Social Recognition Memory Are Caused by Acute Isolation of Adult Rats via Distinct Mechanisms
R104,Bioinformatics,R170621,Reporting Quality of Social and Psychological Intervention Trials: A Systematic Review of Reporting Guidelines and Trial Publications
R104,Bioinformatics,R170628,Factors Influencing Adult Physical Health after Controlling for Current Health Conditions: Evidence from a British Cohort
R104,Bioinformatics,R170623,"Khat Chewing Habit among School Students of Jazan Region, Saudi Arabia"
R104,Bioinformatics,R170618,Agency Modulates the Lateral and Medial Prefrontal Cortex Responses in Belief-Based Decision Making
R104,Bioinformatics,R170597,Social Cognitive Role of Schizophrenia Candidate Gene GABRB2
R104,Bioinformatics,R170626,Same Sex Marriage and the Perceived Assault on Opposite Sex Marriage
R104,Bioinformatics,R170630,"Screen-Based Sedentary Behavior, Physical Activity, and Muscle Strength in the English Longitudinal Study of Ageing"
R104,Bioinformatics,R170632,Influence of Ethnic Group-Membership and Gaze Direction on the Perception of Emotions. A Cross-Cultural Study between Germany and China
R104,Bioinformatics,R170634,The Long-Term Effects of Stress on Partner Weight Characteristics
R104,Bioinformatics,R170639,All-Cause and Cause-Specific Mortality after Long-Term Sickness Absence for Psychiatric Disorders: A Prospective Cohort Study
R104,Bioinformatics,R170650,Multivoxel Patterns in Fusiform Face Area Differentiate Faces by Sex and Race
R104,Bioinformatics,R170641,Enrichment of Elevated Plasma F2t-Isoprostane Levels in Individuals with Autism Who Are Stratified by Presence of Gastrointestinal Dysfunction
R104,Bioinformatics,R170656,"Rural/urban Background, Depression and Suicidal Ideation in Chinese College Students: A Cross-Sectional Study"
R104,Bioinformatics,R170646,Childhood Chronic Physical Aggression Associates with Adult Cytokine Levels in Plasma
R104,Bioinformatics,R170636,Facial and Prosodic Emotion Recognition Deficits Associate with Specific Clusters of Psychotic Symptoms in Schizophrenia
R104,Bioinformatics,R170654,"Association of Neighbourhood and Individual Social Capital, Neighbourhood Economic Deprivation and Self-Rated Health in South Africa – a Multi-Level Analysis"
R104,Bioinformatics,R170652,Epidemiology of Noise-Induced Tinnitus and the Attitudes and Beliefs towards Noise and Hearing Protection in Adolescents
R104,Bioinformatics,R170644,Physical Activity in Deprived Communities in London: Examining Individual and Neighbourhood-Level Factors
R104,Bioinformatics,R170662,Social Isolation Impairs Oral Palatal Wound Healing in Sprague-Dawley Rats: A Role for miR-29 and miR-203 via VEGF Suppression
R104,Bioinformatics,R170669,Trends in Child Immunization across Geographical Regions in India: Focus on Urban-Rural and Gender Differentials
R104,Bioinformatics,R170660,HIV Testing and Tolerance to Gender Based Violence: A Cross-Sectional Study in Zambia
R104,Bioinformatics,R170477,Job Strain and Alcohol Intake: A Collaborative Meta-Analysis of Individual-Participant Data from 140 000 Men and Women
R104,Bioinformatics,R170671,“An Eye for an Eye”? Neural Correlates of Retribution and Forgiveness
R104,Bioinformatics,R170664,The Role of Explicit and Implicit Self-Esteem in Peer Modeling of Palatable Food Intake: A Study on Social Media Interaction among Youngsters
R104,Bioinformatics,R170667,Screening Accuracy and Clinical Application of the Brief Infant-Toddler Social and Emotional Assessment (BITSEA)
R104,Bioinformatics,R170658,"Estimating the Size of HIV Key Affected Populations in Chongqing, China, Using the Network Scale-Up Method"
R104,Bioinformatics,R170678,An Assessment of Health Behavior Peer Effects in Peking University Dormitories: A Randomized Cluster-Assignment Design for Interference
R104,Bioinformatics,R170680,Chimpanzees Show a Developmental Increase in Susceptibility to Contagious Yawning: A Test of the Effect of Ontogeny and Emotional Closeness on Yawn Contagion
R104,Bioinformatics,R170674,Altered Metabolites in the Plasma of Autism Spectrum Disorder: A Capillary Electrophoresis Time-of-Flight Mass Spectroscopy Study
R104,Bioinformatics,R170683,"Feasibility of Recruiting a Diverse Sample of Men Who Have Sex with Men: Observation from Nanjing, China"
